1584543401076709	0
1584543401276965	0
1584543401377276	0
1584543401476958	0
1584543401580290	0
1584543401679196	0
1584543401776777	0
1584543401876734	0
1584543401977398	0
1584543402077358	0
1584543402179635	0
1584543402276515	-0.00798152
1584543402379030	0
1584543402477580	-0.010329
1584543402577043	-0.00281701
1584543402678372	-0.0136155
1584543402776612	-0.0220666
1584543402876520	-0.00258226
1584543402976657	-0.0180758
1584543403076847	-0.0225361
1584543403178710	-0.00633827
1584543403276317	-0.0154935
1584543403376436	-0.0260573
1584543403476276	-0.0185453
1584543403576878	-0.00399076
1584543403678345	-0.0197191
1584543403776207	-0.0157283
1584543403876220	0
1584543403976735	-0.0279353
1584543404076539	-0.0434289
1584543404178470	-0.0373253
1584543404276278	-0.0328651
1584543404376139	-0.0408466
1584543404476661	-0.0161978
1584543404576891	-0.0190148
1584543404678060	-0.0309871
1584543404776011	-0.016902
1584543404876257	-0.0014085
1584543404976332	-0.0260573
1584543405075953	-0.0330998
1584543405178436	-0.0211276
1584543405276125	-0.0375601
1584543405376138	-0.0424899
1584543405476129	-0.0772329
1584543405576852	-0.100239
1584543405677652	-0.0863882
1584543405776443	-0.0831017
1584543405875834	-0.08005
1584543405975806	-0.081928
1584543406078633	-0.0760592
1584543406177873	-0.0713642
1584543406275741	-0.085684
1584543406375897	-0.0793457
1584543406475694	-0.0753549
1584543406576420	-0.08944
1584543406677838	-0.12207
1584543406775743	-0.127704
1584543406878612	-0.122775
1584543406976092	-0.169725
1584543407075683	-0.186627
1584543407177703	-0.181697
1584543407275899	-0.201886
1584543407375504	-0.216675
1584543407475486	-0.224422
1584543407576361	-0.182636
1584543407682219	-0.202355
1584543407776431	-0.185688
1584543407876197	-0.176532
1584543407975406	-0.0316913
1584543408075420	-0.0340388
1584543408177772	0.100821
1584543408275465	0.206106
1584543408375575	0.0154937
1584543408478606	-0.0164325
1584543408576173	-0.0183105
1584543408677866	0
1584543408775854	0.0131133
1584543408875259	0.00432422
1584543408975594	0.00542285
1584543409075385	-0.000704252
1584543409178080	-0.165499
1584543409275443	-0.0711294
1584543409375620	-0.0455416
1584543409475361	-0.0286396
1584543409575990	-0.015963
1584543409677523	-0.0185453
1584543409775656	-0.0258226
1584543409875065	-0.135686
1584543409975452	-0.0328651
1584543410075068	-0.0291091
1584543410177435	-0.0215971
